Median = 49335
table of frequencies:
[48, 1]
[36689, 1]
[36948, 1]
[36955, 1]
[36978, 1]
[37071, 1]
[37212, 1]
[37223, 1]
[37422, 1]
[37445, 1]
[37449, 1]
[37463, 1]
[37487, 1]
[37605, 1]
[37879, 1]
[37942, 1]
[38109, 1]
[38170, 1]
[38404, 1]
[38414, 1]
[38499, 1]
[38514, 1]
[38867, 1]
[38925, 1]
[38931, 1]
[38984, 1]
[39054, 1]
[39119, 1]
[39125, 1]
[39172, 1]
[39311, 1]
[39425, 1]
[39549, 1]
[39651, 1]
[39709, 1]
[39724, 1]
[39725, 1]
[40177, 1]
[40218, 1]
[40345, 1]
[40363, 1]
[40425, 1]
[40507, 1]
[40519, 1]
[40617, 2]
[40655, 1]
[40782, 1]
[40814, 1]
[40913, 1]
[41043, 1]
[41293, 1]
[41392, 1]
[41402, 1]
[41562, 1]
[41770, 1]
[41856, 1]
[41886, 1]
[41976, 1]
[42043, 1]
[42076, 1]
[42220, 1]
[42226, 1]
[42778, 1]
[43264, 1]
[43306, 1]
[43483, 1]
[43730, 1]
[43888, 1]
[43913, 1]
[43930, 1]
[44151, 1]
[44234, 1]
[44255, 1]
[44378, 1]
[44521, 1]
[44594, 1]
[44624, 1]
[44919, 1]
[44920, 1]
[44956, 1]
[44994, 1]
[45170, 1]
[45171, 1]
[45361, 1]
[45575, 1]
[45704, 1]
[45751, 1]
[45759, 1]
[45791, 1]
[45870, 1]
[45891, 1]
[45915, 1]
[46006, 1]
[46105, 1]
[46276, 1]
[46431, 1]
[46465, 1]
[46467, 1]
[46502, 1]
[46602, 1]
[46646, 1]
[46669, 1]
[47085, 1]
[47120, 1]
[47189, 1]
[47531, 1]
[47564, 1]
[47588, 1]
[47589, 1]
[47835, 1]
[47854, 1]
[47863, 1]
[47997, 1]
[48009, 1]
[48058, 1]
[48149, 1]
[48183, 1]
[48230, 1]
[48279, 1]
[48526, 1]
[48757, 1]
[48862, 1]
[48960, 1]
[49098, 1]
[49268, 1]
[49311, 1]
[49360, 1]
[49362, 1]
[49439, 1]
[49617, 1]
[49636, 1]
[49715, 1]
[49887, 1]
[50122, 1]
[50131, 1]
[50144, 1]
[50304, 1]
[50448, 1]
[50483, 1]
[50539, 1]
[50732, 1]
[50873, 1]
[51057, 1]
[51113, 1]
[51172, 1]
[51203, 1]
[51225, 1]
[51317, 1]
[51426, 1]
[51452, 1]
[51460, 1]
[51504, 1]
[51505, 1]
[51666, 1]
[51746, 1]
[51768, 1]
[51846, 1]
[51910, 1]
[51946, 1]
[51989, 1]
[52063, 1]
[52418, 1]
[52461, 1]
[52486, 1]
[52520, 1]
[52554, 1]
[52609, 1]
[52672, 1]
[52937, 1]
[52957, 1]
[53120, 1]
[53312, 1]
[53362, 1]
[53581, 1]
[53586, 1]
[53730, 1]
[53835, 1]
[53879, 1]
[53988, 1]
[54189, 1]
[54271, 1]
[54500, 1]
[54620, 1]
[54703, 1]
[54748, 1]
[54818, 1]
[54831, 1]
[54925, 1]
[54983, 1]
[54985, 1]
[55168, 1]
[55346, 1]
[55504, 1]
[55643, 1]
[55686, 1]
[55729, 1]
[55844, 1]
[55899, 1]
[55967, 1]
[56016, 1]
[56039, 1]
[56176, 1]
[56281, 1]
[56517, 1]
[56563, 1]
[56619, 1]
[56711, 1]
[56733, 1]
[56940, 1]
[57042, 1]
[57128, 1]
[57304, 1]
[57339, 1]
[57391, 1]
[57462, 1]
[57509, 1]
[57523, 1]
[57659, 1]
[57808, 1]
[58020, 1]
[58192, 1]
[58300, 1]
[58328, 1]
[58530, 1]
[58550, 1]
[58755, 1]
[58762, 1]
[58871, 1]
[58904, 1]
[58938, 1]
[59007, 1]
[59021, 1]
[59100, 1]
[59468, 1]
[59655, 1]
[59715, 1]
[59735, 1]
[59860, 1]
[59914, 1]
[59943, 1]
[59959, 1]
[60023, 1]
[60028, 1]
[60084, 1]
[60113, 1]
[60153, 1]
[60182, 1]
[60294, 1]
[60337, 1]
[60476, 1]
[60493, 1]
[60544, 1]
[60745, 1]
[60817, 1]
[61013, 1]
[61128, 1]
[61269, 1]
[61406, 1]
[61451, 1]
[61492, 1]
[61511, 1]
[61542, 1]
[61650, 1]
[61792, 1]
[61839, 1]
[61897, 1]
[62021, 1]
[62057, 1]
[62067, 1]
[62069, 1]
[62156, 1]
[62195, 1]
[62287, 1]
[62320, 1]
[62387, 1]
[62465, 1]
[62522, 1]
[62577, 1]
[62835, 1]
[62920, 1]
[63015, 1]
[63061, 1]
[63114, 1]
[63161, 1]
[63238, 1]
[63282, 1]
[63294, 1]
[63366, 1]
[63562, 1]
[63992, 1]
[64206, 1]
[64327, 1]
[64380, 1]
[64483, 1]
[64678, 1]
[64684, 1]
[64853, 1]
[64950, 1]
[64965, 1]
[65164, 1]
[65415, 1]
[65494, 1]
[65511, 1]
[65527, 1]
[65598, 1]
[65777, 1]
[66110, 1]
[66141, 1]
[66155, 1]
[66315, 1]
[66421, 1]
[66434, 1]
[66437, 1]
[66469, 1]
[66833, 1]
[67309, 1]
[67318, 1]
[67536, 1]
[67673, 1]
[67791, 1]
[67892, 1]
[68148, 1]
[68184, 1]
[68218, 1]
[68300, 1]
[68360, 1]
[68409, 1]
[68529, 1]
[68558, 1]
[68685, 1]
[68698, 1]
[68880, 1]
[68999, 1]
[69144, 1]
[69168, 1]
[69171, 1]
[69189, 1]
[69352, 1]
[69356, 1]
[69496, 1]
[69586, 1]
[69599, 1]
[69601, 1]
[69979, 1]
[70036, 1]
[70195, 1]
[70242, 1]
[70394, 1]
[70421, 1]
[70434, 1]
[70636, 1]
[70732, 1]
[70808, 1]
[70834, 1]
[70836, 1]
[70947, 1]
[70949, 1]
[71016, 1]
[71212, 1]
[71246, 1]
[71394, 1]
[71762, 1]
[71866, 1]
[72024, 1]
[72048, 1]
[72073, 1]
[72095, 1]
[72186, 1]
[72329, 1]
[72400, 1]
[72531, 1]
[72732, 1]
[72830, 1]
[72884, 1]
[73090, 1]
[73099, 1]
[73153, 1]
[73271, 1]
[73289, 1]
[73592, 1]
[73956, 1]
[74074, 1]
[74176, 1]
[74182, 1]
[74307, 1]
[74678, 1]
[74720, 1]
[74854, 1]
[74948, 1]
[74983, 1]
[75040, 1]
[75127, 1]
[75140, 1]
[75153, 1]
[75299, 1]
[75336, 1]
[75505, 1]
[75519, 1]
[75598, 1]
[75657, 1]
[75743, 1]
[76169, 1]
[76180, 1]
[76181, 1]
[76241, 1]
[76418, 1]
[76439, 1]
[76577, 1]
[76630, 1]
[76735, 1]
[76786, 1]
[76816, 1]
[76842, 1]
[76928, 1]
[77099, 1]
[77132, 1]
[77150, 1]
[77205, 1]
[77255, 1]
[77342, 1]
[77509, 1]
[77613, 1]
[77711, 1]
[77743, 1]
[77781, 1]
[77833, 1]
[77880, 1]
[78075, 1]
[78093, 1]
[78130, 1]
[78142, 1]
[78150, 1]
[78340, 1]
[78359, 1]
[78517, 1]
[78529, 1]
[79181, 1]
[79222, 1]
[79231, 1]
[79362, 1]
[79415, 1]
[79484, 1]
[79610, 1]
[79666, 1]
[79727, 1]
[79841, 1]
[79874, 1]
[79964, 1]
[80007, 1]
[80077, 1]
[80330, 1]
[80390, 1]
[80466, 1]
[80485, 1]
[80522, 1]
[80606, 1]
[80617, 1]
[80667, 1]
[80885, 1]
[81011, 1]
[81108, 1]
[81232, 1]
[81391, 1]
[81739, 1]
[81772, 1]
[81935, 1]
[82039, 1]
[82040, 1]
[82121, 1]
[82147, 1]
[82357, 1]
[82390, 1]
[82480, 1]
[82511, 1]
[82587, 1]
[82757, 1]
[83052, 1]
[83063, 1]
[83088, 1]
[83094, 1]
[83096, 1]
[83476, 1]
[83618, 1]
[83815, 1]
[83925, 1]
[83937, 1]
[83946, 1]
[83958, 1]
[83984, 1]
[84001, 1]
[84147, 1]
[84179, 1]
[84329, 1]
[84352, 1]
[84465, 1]
[84574, 1]
[84690, 1]
[84738, 1]
[84777, 1]
[84950, 1]
[85106, 1]
[85149, 1]
[85240, 1]
[85241, 1]
[85263, 1]
[85312, 1]
[85516, 1]
[85688, 1]
[85702, 1]
[85766, 1]
[86207, 1]
[86232, 1]
[86296, 1]
[86326, 1]
[86709, 1]
[86731, 1]
[86803, 1]
[86957, 1]
[87337, 1]
[87382, 1]
[87541, 1]
[87752, 1]
[87909, 1]
[87976, 1]
[88329, 1]
[88333, 1]
[88363, 1]
[88453, 1]
[88619, 1]
[88853, 1]
[89137, 1]
[89503, 1]
[89729, 1]
[89904, 1]
[89919, 1]
[89965, 1]
[90016, 1]
[90185, 1]
[90195, 1]
[90206, 1]
[90285, 1]
[90323, 1]
[90389, 1]
[90411, 1]
[90429, 1]
[90433, 1]
[90622, 1]
[90713, 1]
[90950, 1]
[91016, 1]
[91074, 1]
[91120, 1]
[91340, 1]
[91342, 1]
[91400, 1]
[91466, 1]
[91487, 1]
[91492, 1]
[91505, 1]
[91719, 1]
[91742, 1]
[91916, 1]
[91975, 1]
[92429, 1]
[92516, 1]
[92880, 1]
[93011, 1]
[93106, 1]
[93190, 1]
[93515, 1]
[93548, 2]
[93616, 1]
[93669, 1]
[93701, 1]
[94056, 1]
[94085, 1]
[94095, 1]
[94160, 1]
[94324, 1]
[94377, 1]
[94550, 1]
[94569, 1]
[94772, 1]
[95116, 1]
[95129, 1]
[95159, 1]
[95418, 1]
[95693, 1]
[95884, 1]
[96129, 1]
[96144, 1]
[96169, 1]
[96170, 1]
[96202, 1]
[96271, 1]
[96640, 1]
[96701, 1]
[97399, 1]
[97523, 1]
[97871, 1]
[97990, 1]
[97991, 1]
[98046, 1]
[98228, 1]
[98249, 1]
[98345, 1]
[98419, 1]
[98521, 1]
[98668, 1]
[98728, 1]
[98790, 1]
[99024, 1]
[99172, 1]
[99189, 1]
[99193, 1]
[99246, 1]
[99256, 1]
[99272, 1]
[99403, 1]
[99575, 1]
[99696, 1]
[99808, 1]
[99820, 1]
[99968, 1]
[99970, 1]

table of cumulative frequencies:
[48, 1]
[80, 2]
[113, 3]
[129, 4]
[300, 5]
[480, 6]
[645, 7]
[729, 8]
[820, 9]
[896, 10]
[930, 11]
[981, 12]
[1152, 13]
[1210, 14]
[1568, 15]
[1723, 16]
[1941, 17]
[1975, 18]
[2178, 19]
[2237, 20]
[2317, 21]
[2352, 22]
[2374, 23]
[2505, 24]
[2626, 25]
[2694, 26]
[2722, 27]
[2723, 28]
[2876, 29]
[3008, 30]
[3096, 31]
[3237, 32]
[3320, 33]
[3640, 34]
[3680, 35]
[3808, 36]
[3898, 37]
[3959, 38]
[4091, 39]
[4165, 40]
[4364, 41]
[4602, 42]
[4970, 43]
[5131, 44]
[5138, 45]
[5141, 46]
[5199, 47]
[5308, 48]
[5322, 49]
[5437, 50]
[5513, 51]
[5559, 52]
[5572, 53]
[5646, 54]
[5818, 55]
[6114, 56]
[6147, 57]
[6194, 58]
[6567, 59]
[6606, 60]
[6959, 61]
[6965, 62]
[6971, 63]
[7178, 64]
[7334, 65]
[7341, 66]
[7382, 67]
[7437, 68]
[7568, 69]
[7598, 70]
[7648, 71]
[7783, 72]
[7874, 73]
[7903, 74]
[8254, 75]
[8463, 76]
[8636, 77]
[8656, 78]
[8757, 79]
[9065, 80]
[9114, 81]
[9402, 82]
[9426, 83]
[9453, 84]
[9474, 85]
[9536, 86]
[9585, 87]
[9683, 88]
[9696, 89]
[9701, 90]
[9780, 91]
[9894, 92]
[10077, 93]
[10114, 94]
[10119, 95]
[10193, 96]
[10233, 97]
[10280, 98]
[10465, 99]
[10691, 100]
[10809, 101]
[10904, 102]
[10941, 103]
[10957, 104]
[10960, 105]
[11065, 106]
[11125, 107]
[11293, 108]
[11304, 109]
[11403, 110]
[11439, 111]
[11449, 112]
[11554, 113]
[11741, 114]
[11759, 115]
[11805, 116]
[11811, 117]
[11838, 118]
[11915, 119]
[12026, 120]
[12078, 121]
[12166, 122]
[12204, 123]
[12474, 124]
[12487, 125]
[12703, 126]
[12943, 127]
[12947, 128]
[13040, 129]
[13061, 130]
[13216, 131]
[13218, 132]
[13389, 133]
[13406, 134]
[13436, 135]
[13481, 136]
[13812, 137]
[13823, 138]
[13924, 139]
[13995, 140]
[14018, 141]
[14023, 143]
[14575, 144]
[14593, 145]
[14651, 146]
[14775, 147]
[14785, 148]
[14825, 149]
[14833, 150]
[14920, 151]
[14922, 152]
[14929, 153]
[15195, 154]
[15258, 155]
[15394, 156]
[15502, 157]
[15514, 158]
[15539, 159]
[15674, 160]
[15732, 161]
[15964, 162]
[16179, 163]
[16221, 164]
[16458, 165]
[16502, 166]
[16531, 167]
[16638, 168]
[16704, 169]
[16736, 170]
[16779, 171]
[16862, 172]
[17036, 173]
[17120, 174]
[17150, 175]
[17250, 176]
[17385, 177]
[17469, 178]
[17542, 179]
[17550, 180]
[17685, 181]
[17916, 182]
[18025, 183]
[18048, 184]
[18070, 185]
[18232, 186]
[18271, 187]
[18316, 188]
[18393, 189]
[18403, 190]
[18476, 191]
[18556, 192]
[18605, 193]
[18640, 194]
[18678, 195]
[18771, 196]
[18786, 197]
[19032, 198]
[19051, 199]
[19064, 200]
[19128, 201]
[19203, 202]
[19310, 203]
[19485, 204]
[19580, 205]
[19585, 206]
[19625, 207]
[19705, 208]
[19722, 209]
[19809, 210]
[19846, 211]
[19904, 212]
[19966, 213]
[20002, 214]
[20092, 215]
[20192, 216]
[20239, 217]
[20260, 218]
[20344, 219]
[20563, 220]
[20598, 221]
[21097, 222]
[21121, 223]
[21364, 224]
[21420, 225]
[21533, 226]
[21592, 227]
[21676, 228]
[21707, 229]
[21715, 230]
[21903, 231]
[22132, 232]
[22152, 233]
[22294, 234]
[22308, 235]
[22325, 236]
[22361, 237]
[22404, 238]
[22739, 239]
[22740, 240]
[22741, 241]
[22766, 242]
[22790, 243]
[22804, 244]
[23034, 245]
[23082, 246]
[23168, 247]
[23361, 248]
[23437, 249]
[23584, 250]
[23784, 251]
[23873, 252]
[24360, 253]
[24393, 254]
[24465, 255]
[24535, 256]
[24816, 257]
[24946, 258]
[25169, 259]
[25170, 260]
[25317, 261]
[25404, 262]
[25441, 263]
[25454, 264]
[25518, 265]
[25637, 266]
[25702, 267]
[25850, 268]
[25983, 269]
[26054, 270]
[26221, 271]
[26242, 272]
[26471, 273]
[26584, 274]
[26623, 275]
[26712, 276]
[26717, 277]
[26755, 278]
[26803, 279]
[26844, 280]
[26849, 281]
[26921, 282]
[26955, 283]
[26997, 284]
[27059, 285]
[27175, 286]
[27205, 287]
[27237, 288]
[27238, 289]
[27304, 290]
[27308, 291]
[27434, 292]
[27636, 293]
[27731, 294]
[27740, 295]
[27744, 296]
[27838, 297]
[27898, 298]
[28124, 299]
[28290, 300]
[28325, 301]
[28664, 302]
[28840, 303]
[28970, 304]
[29148, 305]
[29370, 306]
[29640, 307]
[29857, 308]
[30270, 309]
[30405, 310]
[30467, 311]
[30552, 312]
[30578, 313]
[30673, 314]
[30694, 315]
[30789, 316]
[31093, 317]
[31112, 318]
[31199, 319]
[31281, 320]
[31301, 321]
[31380, 322]
[31405, 323]
[31644, 324]
[31661, 325]
[31691, 326]
[31830, 327]
[31888, 328]
[31981, 329]
[32023, 330]
[32180, 331]
[32257, 332]
[32404, 333]
[32680, 334]
[32702, 335]
[32769, 336]
[33030, 337]
[33139, 338]
[33149, 339]
[33166, 340]
[33210, 341]
[33279, 342]
[33379, 343]
[33422, 344]
[33571, 345]
[33767, 346]
[33829, 347]
[34112, 348]
[34134, 349]
[34141, 350]
[34177, 351]
[34562, 352]
[34563, 353]
[34679, 354]
[34928, 355]
[35119, 356]
[35177, 357]
[35204, 358]
[35314, 359]
[35327, 360]
[35361, 361]
[35511, 362]
[35563, 363]
[35748, 364]
[35852, 365]
[35909, 366]
[35937, 367]
[35961, 368]
[36187, 369]
[36223, 370]
[36453, 371]
[36476, 372]
[36618, 373]
[36687, 374]
[36689, 375]
[36948, 376]
[36955, 377]
[36978, 378]
[37071, 379]
[37212, 380]
[37223, 381]
[37422, 382]
[37445, 383]
[37449, 384]
[37463, 385]
[37487, 386]
[37605, 387]
[37879, 388]
[37942, 389]
[38109, 390]
[38170, 391]
[38404, 392]
[38414, 393]
[38499, 394]
[38514, 395]
[38867, 396]
[38925, 397]
[38931, 398]
[38984, 399]
[39054, 400]
[39119, 401]
[39125, 402]
[39172, 403]
[39311, 404]
[39425, 405]
[39549, 406]
[39651, 407]
[39709, 408]
[39724, 409]
[39725, 410]
[40177, 411]
[40218, 412]
[40345, 413]
[40363, 414]
[40425, 415]
[40507, 416]
[40519, 417]
[40617, 419]
[40655, 420]
[40782, 421]
[40814, 422]
[40913, 423]
[41043, 424]
[41293, 425]
[41392, 426]
[41402, 427]
[41562, 428]
[41770, 429]
[41856, 430]
[41886, 431]
[41976, 432]
[42043, 433]
[42076, 434]
[42220, 435]
[42226, 436]
[42778, 437]
[43264, 438]
[43306, 439]
[43483, 440]
[43730, 441]
[43888, 442]
[43913, 443]
[43930, 444]
[44151, 445]
[44234, 446]
[44255, 447]
[44378, 448]
[44521, 449]
[44594, 450]
[44624, 451]
[44919, 452]
[44920, 453]
[44956, 454]
[44994, 455]
[45170, 456]
[45171, 457]
[45361, 458]
[45575, 459]
[45704, 460]
[45751, 461]
[45759, 462]
[45791, 463]
[45870, 464]
[45891, 465]
[45915, 466]
[46006, 467]
[46105, 468]
[46276, 469]
[46431, 470]
[46465, 471]
[46467, 472]
[46502, 473]
[46602, 474]
[46646, 475]
[46669, 476]
[47085, 477]
[47120, 478]
[47189, 479]
[47531, 480]
[47564, 481]
[47588, 482]
[47589, 483]
[47835, 484]
[47854, 485]
[47863, 486]
[47997, 487]
[48009, 488]
[48058, 489]
[48149, 490]
[48183, 491]
[48230, 492]
[48279, 493]
[48526, 494]
[48757, 495]
[48862, 496]
[48960, 497]
[49098, 498]
[49268, 499]
[49311, 500]
[49360, 501]
[49362, 502]
[49439, 503]
[49617, 504]
[49636, 505]
[49715, 506]
[49887, 507]
[50122, 508]
[50131, 509]
[50144, 510]
[50304, 511]
[50448, 512]
[50483, 513]
[50539, 514]
[50732, 515]
[50873, 516]
[51057, 517]
[51113, 518]
[51172, 519]
[51203, 520]
[51225, 521]
[51317, 522]
[51426, 523]
[51452, 524]
[51460, 525]
[51504, 526]
[51505, 527]
[51666, 528]
[51746, 529]
[51768, 530]
[51846, 531]
[51910, 532]
[51946, 533]
[51989, 534]
[52063, 535]
[52418, 536]
[52461, 537]
[52486, 538]
[52520, 539]
[52554, 540]
[52609, 541]
[52672, 542]
[52937, 543]
[52957, 544]
[53120, 545]
[53312, 546]
[53362, 547]
[53581, 548]
[53586, 549]
[53730, 550]
[53835, 551]
[53879, 552]
[53988, 553]
[54189, 554]
[54271, 555]
[54500, 556]
[54620, 557]
[54703, 558]
[54748, 559]
[54818, 560]
[54831, 561]
[54925, 562]
[54983, 563]
[54985, 564]
[55168, 565]
[55346, 566]
[55504, 567]
[55643, 568]
[55686, 569]
[55729, 570]
[55844, 571]
[55899, 572]
[55967, 573]
[56016, 574]
[56039, 575]
[56176, 576]
[56281, 577]
[56517, 578]
[56563, 579]
[56619, 580]
[56711, 581]
[56733, 582]
[56940, 583]
[57042, 584]
[57128, 585]
[57304, 586]
[57339, 587]
[57391, 588]
[57462, 589]
[57509, 590]
[57523, 591]
[57659, 592]
[57808, 593]
[58020, 594]
[58192, 595]
[58300, 596]
[58328, 597]
[58530, 598]
[58550, 599]
[58755, 600]
[58762, 601]
[58871, 602]
[58904, 603]
[58938, 604]
[59007, 605]
[59021, 606]
[59100, 607]
[59468, 608]
[59655, 609]
[59715, 610]
[59735, 611]
[59860, 612]
[59914, 613]
[59943, 614]
[59959, 615]
[60023, 616]
[60028, 617]
[60084, 618]
[60113, 619]
[60153, 620]
[60182, 621]
[60294, 622]
[60337, 623]
[60476, 624]
[60493, 625]
[60544, 626]
[60745, 627]
[60817, 628]
[61013, 629]
[61128, 630]
[61269, 631]
[61406, 632]
[61451, 633]
[61492, 634]
[61511, 635]
[61542, 636]
[61650, 637]
[61792, 638]
[61839, 639]
[61897, 640]
[62021, 641]
[62057, 642]
[62067, 643]
[62069, 644]
[62156, 645]
[62195, 646]
[62287, 647]
[62320, 648]
[62387, 649]
[62465, 650]
[62522, 651]
[62577, 652]
[62835, 653]
[62920, 654]
[63015, 655]
[63061, 656]
[63114, 657]
[63161, 658]
[63238, 659]
[63282, 660]
[63294, 661]
[63366, 662]
[63562, 663]
[63992, 664]
[64206, 665]
[64327, 666]
[64380, 667]
[64483, 668]
[64678, 669]
[64684, 670]
[64853, 671]
[64950, 672]
[64965, 673]
[65164, 674]
[65415, 675]
[65494, 676]
[65511, 677]
[65527, 678]
[65598, 679]
[65777, 680]
[66110, 681]
[66141, 682]
[66155, 683]
[66315, 684]
[66421, 685]
[66434, 686]
[66437, 687]
[66469, 688]
[66833, 689]
[67309, 690]
[67318, 691]
[67536, 692]
[67673, 693]
[67791, 694]
[67892, 695]
[68148, 696]
[68184, 697]
[68218, 698]
[68300, 699]
[68360, 700]
[68409, 701]
[68529, 702]
[68558, 703]
[68685, 704]
[68698, 705]
[68880, 706]
[68999, 707]
[69144, 708]
[69168, 709]
[69171, 710]
[69189, 711]
[69352, 712]
[69356, 713]
[69496, 714]
[69586, 715]
[69599, 716]
[69601, 717]
[69979, 718]
[70036, 719]
[70195, 720]
[70242, 721]
[70394, 722]
[70421, 723]
[70434, 724]
[70636, 725]
[70732, 726]
[70808, 727]
[70834, 728]
[70836, 729]
[70947, 730]
[70949, 731]
[71016, 732]
[71212, 733]
[71246, 734]
[71394, 735]
[71762, 736]
[71866, 737]
[72024, 738]
[72048, 739]
[72073, 740]
[72095, 741]
[72186, 742]
[72329, 743]
[72400, 744]
[72531, 745]
[72732, 746]
[72830, 747]
[72884, 748]
[73090, 749]
[73099, 750]
[73153, 751]
